tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label
1874,203080,Thomas Robinson,2012,4,2015-16,64,290,130,0.4482758620689655,draft
1875,203081,Damian Lillard,2012,1,2012-13,82,1286,553,0.43001555209953346,draft
1876,203081,Damian Lillard,2012,2,2013-14,82,1303,553,0.4244052187260169,draft
1877,203081,Damian Lillard,2012,3,2014-15,82,1358,590,0.43446244477172313,draft
1878,203081,Damian Lillard,2012,4,2015-16,75,1470,618,0.4204081632653061,draft
1879,203082,Terrence Ross,2012,1,2012-13,70,454,186,0.40969162995594716,draft
1880,203082,Terrence Ross,2012,2,2013-14,81,745,317,0.425503355704698,draft
1881,203082,Terrence Ross,2012,3,2014-15,82,750,309,0.412,draft
1882,203082,Terrence Ross,2012,4,2015-16,73,621,270,0.43478260869565216,draft
1883,203083,Andre Drummond,2012,1,2012-13,58,342,208,0.6081871345029239,draft
1884,203083,Andre Drummond,2012,2,2013-14,81,768,479,0.6236979166666666,draft
1885,203083,Andre Drummond,2012,3,2014-15,82,959,494,0.5151199165797706,draft
1886,203083,Andre Drummond,2012,4,2015-16,81,1056,551,0.521780303030303,draft
1887,203084,Harrison Barnes,2012,1,2012-13,81,628,276,0.4394904458598726,draft
1888,203084,Harrison Barnes,2012,2,2013-14,77,679,271,0.39911634756995584,draft
1889,203084,Harrison Barnes,2012,3,2014-15,82,655,316,0.48244274809160304,draft
1890,203084,Harrison Barnes,2012,4,2015-16,66,633,295,0.4660347551342812,draft
1891,203085,Austin Rivers,2012,1,2012-13,59,390,145,0.3717948717948718,draft
1892,203085,Austin Rivers,2012,2,2013-14,66,471,192,0.40764331210191085,draft
1893,203085,Austin Rivers,2012,3,2014-15,76,495,203,0.4101010101010101,draft
1894,203085,Austin Rivers,2012,4,2015-16,67,513,226,0.4405458089668616,draft
1895,203086,Meyers Leonard,2012,1,2012-13,58,276,151,0.5471014492753623,draft
1896,203086,Meyers Leonard,2012,2,2013-14,32,90,41,0.45555555555555555,draft
1897,203086,Meyers Leonard,2012,3,2014-15,50,244,125,0.5122950819672131,draft
1898,203086,Meyers Leonard,2012,4,2015-16,60,432,195,0.4513888888888889,draft
1899,203087,Jeremy Lamb,2012,1,2012-13,15,68,24,0.35294117647058826,draft
1900,203087,Jeremy Lamb,2012,2,2013-14,77,607,263,0.4332784184514003,draft
1901,203087,Jeremy Lamb,2012,3,2014-15,43,248,104,0.41935483870967744,draft
1902,203087,Jeremy Lamb,2012,4,2015-16,65,509,230,0.4518664047151277,draft
1903,203088,Kendall Marshall,2012,1,2012-13,40,151,56,0.3708609271523179,draft
1904,203088,Kendall Marshall,2012,2,2013-14,54,419,170,0.40572792362768495,draft
1905,203088,Kendall Marshall,2012,3,2014-15,24,101,46,0.45544554455445546,draft
1906,203088,Kendall Marshall,2012,4,2015-16,29,117,43,0.36752136752136755,draft
1907,203089,John Henson,2012,1,2012-13,57,336,162,0.48214285714285715,draft
1908,203089,John Henson,2012,2,2013-14,70,639,344,0.5383411580594679,draft
1909,203089,John Henson,2012,3,2014-15,64,346,196,0.5664739884393064,draft
1910,203089,John Henson,2012,4,2015-16,55,291,164,0.563573883161512,draft
1911,203090,Maurice Harkless,2012,1,2012-13,75,562,260,0.4626334519572954,draft
1912,203090,Maurice Harkless,2012,2,2013-14,78,481,224,0.4656964656964657,draft
1913,203090,Maurice Harkless,2012,3,2014-15,38,156,63,0.40384615384615385,draft
1914,203090,Maurice Harkless,2012,4,2015-16,75,411,195,0.4744525547445255,draft
1915,203092,Tyler Zeller,2012,1,2012-13,76,559,245,0.43828264758497315,draft
1916,203092,Tyler Zeller,2012,2,2013-14,60,289,156,0.5397923875432526,draft
1917,203092,Tyler Zeller,2012,3,2014-15,81,619,340,0.5492730210016155,draft
1918,203092,Tyler Zeller,2012,4,2015-16,57,290,138,0.47586206896551725,draft
1919,203093,Terrence Jones,2012,1,2012-13,15,94,43,0.4574468085106383,draft
1920,203093,Terrence Jones,2012,2,2013-14,75,712,386,0.5421348314606742,draft
1921,203093,Terrence Jones,2012,3,2014-15,33,298,158,0.5302013422818792,draft
1922,203093,Terrence Jones,2012,4,2015-16,48,366,165,0.45081967213114754,draft
1923,203094,Andrew Nicholson,2012,1,2012-13,73,486,256,0.5267489711934157,draft
1924,203094,Andrew Nicholson,2012,2,2013-14,71,419,180,0.4295942720763723,draft
1925,203094,Andrew Nicholson,2012,3,2014-15,34,190,83,0.4368421052631579,draft
1926,203094,Andrew Nicholson,2012,4,2015-16,49,310,146,0.47096774193548385,draft
1927,203095,Evan Fournier,2012,1,2012-13,34,152,75,0.4934210526315789,draft
1928,203095,Evan Fournier,2012,2,2013-14,74,543,228,0.4198895027624309,draft
1929,203098,John Jenkins,2012,1,2012-13,54,294,131,0.445578231292517,draft
1930,203098,John Jenkins,2012,2,2013-14,10,42,16,0.38095238095238093,draft
1931,203098,John Jenkins,2012,3,2014-15,20,99,49,0.494949494949495,draft
1932,203098,John Jenkins,2012,4,2015-16,37,160,71,0.44375,draft
1933,203099,Jared Cunningham,2012,3,2014-15,16,33,12,0.36363636363636365,draft
1934,203099,Jared Cunningham,2012,4,2015-16,27,105,36,0.34285714285714286,draft
1935,203100,Tony Wroten,2012,1,2012-13,23,86,33,0.38372093023255816,draft
1936,203100,Tony Wroten,2012,2,2013-14,71,801,343,0.4282147315855181,draft
1937,203100,Tony Wroten,2012,3,2014-15,30,430,175,0.4069767441860465,draft
1938,203100,Tony Wroten,2012,4,2015-16,8,65,22,0.3384615384615385,draft
1939,203101,Miles Plumlee,2012,2,2013-14,80,553,286,0.5171790235081374,draft
1940,203101,Miles Plumlee,2012,3,2014-15,66,254,136,0.5354330708661418,draft
1941,203101,Miles Plumlee,2012,4,2015-16,51,233,140,0.6008583690987125,draft
1942,203102,Arnett Moultrie,2012,1,2012-13,38,134,78,0.582089552238806,draft
1943,203102,Arnett Moultrie,2012,2,2013-14,12,38,16,0.42105263157894735,draft
1944,203103,Perry Jones III,2012,1,2012-13,32,99,39,0.3939393939393939,draft
1945,203103,Perry Jones III,2012,2,2013-14,49,180,83,0.46111111111111114,draft
1946,203103,Perry Jones III,2012,3,2014-15,37,181,73,0.40331491712707185,draft
1947,203104,Marquis Teague,2012,1,2012-13,28,113,43,0.3805309734513274,draft
1948,203104,Marquis Teague,2012,2,2013-14,34,119,38,0.31932773109243695,draft
1949,203105,Festus Ezeli,2012,1,2012-13,64,169,74,0.4378698224852071,draft
1950,203105,Festus Ezeli,2012,3,2014-15,41,139,76,0.5467625899280576,draft
1951,203105,Festus Ezeli,2012,4,2015-16,45,228,125,0.5482456140350878,draft
1952,203106,Jeffery Taylor,2012,1,2012-13,75,399,172,0.43107769423558895,draft
1953,203106,Jeffery Taylor,2012,2,2013-14,25,216,82,0.37962962962962965,draft
1954,203106,Jeffery Taylor,2012,3,2014-15,27,114,45,0.39473684210526316,draft
1955,203108,Bernard James,2012,1,2012-13,32,102,53,0.5196078431372549,draft
1956,203108,Bernard James,2012,3,2014-15,10,27,12,0.4444444444444444,draft
1957,203109,Jae Crowder,2012,1,2012-13,73,364,141,0.3873626373626374,draft
1958,203109,Jae Crowder,2012,2,2013-14,70,295,130,0.4406779661016949,draft
1959,203109,Jae Crowder,2012,3,2014-15,77,542,229,0.4225092250922509,draft
1960,203109,Jae Crowder,2012,4,2015-16,73,811,360,0.4438964241676942,draft
1961,203110,Draymond Green,2012,1,2012-13,71,254,84,0.33070866141732286,draft
1962,203110,Draymond Green,2012,2,2013-14,82,457,187,0.40919037199124725,draft
1963,203110,Draymond Green,2012,3,2014-15,79,765,339,0.44313725490196076,draft
1964,203110,Draymond Green,2012,4,2015-16,81,818,401,0.4902200488997555,draft
1965,203111,Orlando Johnson,2012,1,2012-13,43,179,72,0.4022346368715084,draft
1966,203111,Orlando Johnson,2012,2,2013-14,38,113,36,0.3185840707964602,draft
1967,203111,Orlando Johnson,2012,4,2015-16,6,34,9,0.2647058823529412,draft
1968,203112,Quincy Acy,2012,1,2012-13,25,75,42,0.56,draft
1969,203112,Quincy Acy,2012,2,2013-14,50,141,66,0.46808510638297873,draft
1970,203112,Quincy Acy,2012,3,2014-15,65,331,152,0.459214501510574,draft
1971,203112,Quincy Acy,2012,4,2015-16,52,213,119,0.5586854460093896,draft
1972,203113,Quincy Miller,2012,2,2013-14,50,256,94,0.3671875,draft
1973,203113,Quincy Miller,2012,3,2014-15,9,38,9,0.23684210526315788,draft
1974,203114,Khris Middleton,2012,1,2012-13,24,139,62,0.4460431654676259,draft
1975,203114,Khris Middleton,2012,2,2013-14,82,852,376,0.4413145539906103,draft
1976,203114,Khris Middleton,2012,3,2014-15,79,869,406,0.4672036823935558,draft
1977,203114,Khris Middleton,2012,4,2015-16,79,1142,507,0.44395796847635727,draft
1978,203115,Will Barton,2012,1,2012-13,65,308,118,0.38311688311688313,draft
1979,203115,Will Barton,2012,2,2013-14,38,155,65,0.41935483870967744,draft
1980,203115,Will Barton,2012,3,2014-15,57,351,150,0.42735042735042733,draft
1981,203115,Will Barton,2012,4,2015-16,82,979,425,0.4341164453524004,draft
1982,203116,Tyshawn Taylor,2012,1,2012-13,28,87,32,0.367816091954023,draft
1983,203116,Tyshawn Taylor,2012,2,2013-14,17,91,31,0.34065934065934067,draft
1984,203117,Doron Lamb,2012,1,2012-13,41,162,60,0.37037037037037035,draft
1985,203117,Doron Lamb,2012,2,2013-14,46,159,63,0.39622641509433965,draft
1986,203118,Mike Scott,2012,1,2012-13,31,147,70,0.47619047619047616,draft
1987,203118,Mike Scott,2012,2,2013-14,79,626,301,0.48083067092651754,draft
1988,203118,Mike Scott,2012,3,2014-15,68,452,201,0.4446902654867257,draft
1989,203118,Mike Scott,2012,4,2015-16,70,376,176,0.46808510638297873,draft
1990,203119,Kim English,2012,1,2012-13,34,112,42,0.375,draft
1991,203120,Justin Hamilton,2012,3,2014-15,36,178,85,0.47752808988764045,draft
1992,203121,Darius Miller,2012,1,2012-13,41,108,44,0.4074074074074074,draft
1993,203121,Darius Miller,2012,2,2013-14,39,165,73,0.44242424242424244,draft
1994,203122,Kevin Murphy,2012,1,2012-13,14,28,7,0.25,draft
1995,203123,Kostas Papanikolaou,2012,3,2014-15,41,197,69,0.350253807106599,draft
1996,203123,Kostas Papanikolaou,2012,4,2015-16,20,65,24,0.36923076923076925,draft
1997,203124,Kyle O'Quinn,2012,1,2012-13,47,197,101,0.5126903553299492,draft
1998,203124,Kyle O'Quinn,2012,2,2013-14,64,370,186,0.5027027027027027,draft
1999,203124,Kyle O'Quinn,2012,3,2014-15,48,241,119,0.49377593360995853,draft
2000,203124,Kyle O'Quinn,2012,4,2015-16,61,271,129,0.47601476014760147,draft
2001,203128,Furkan Aldemir,2012,3,2014-15,33,78,40,0.5128205128205128,draft
2002,203135,Robert Sacre,2012,4,2015-16,23,75,31,0.41333333333333333,draft
2003,203318,Glen Rice,2013,1,2013-14,9,36,11,0.3055555555555556,draft
2004,203457,Nerlens Noel,2013,2,2014-15,75,653,302,0.46248085758039814,draft
2005,203457,Nerlens Noel,2013,3,2015-16,67,587,306,0.5212947189097104,draft
2006,203457,Nerlens Noel,2013,4,2016-17,50,309,184,0.5954692556634305,draft
2007,203458,Alex Len,2013,1,2013-14,31,78,33,0.4230769230769231,draft
2008,203458,Alex Len,2013,2,2014-15,68,353,179,0.5070821529745042,draft
2009,203458,Alex Len,2013,3,2015-16,74,624,264,0.4230769230769231,draft
2010,203458,Alex Len,2013,4,2016-17,77,462,230,0.49783549783549785,draft
2011,203459,Allen Crabbe,2013,1,2013-14,10,33,12,0.36363636363636365,draft
2012,203459,Allen Crabbe,2013,2,2014-15,44,153,63,0.4117647058823529,draft
2013,203459,Allen Crabbe,2013,3,2015-16,81,676,311,0.46005917159763315,draft
2014,203459,Allen Crabbe,2013,4,2016-17,79,647,303,0.46831530139103555,draft
2015,203460,Andre Roberson,2013,1,2013-14,27,68,33,0.4852941176470588,draft
2016,203460,Andre Roberson,2013,2,2014-15,57,201,92,0.4577114427860697,draft
2017,203460,Andre Roberson,2013,3,2015-16,69,272,136,0.5,draft
2018,203460,Andre Roberson,2013,4,2016-17,79,462,215,0.4653679653679654,draft
2019,203461,Anthony Bennett,2013,1,2013-14,48,225,80,0.35555555555555557,draft
2020,203461,Anthony Bennett,2013,2,2014-15,54,297,125,0.4208754208754209,draft
2021,203461,Anthony Bennett,2013,3,2015-16,14,27,8,0.2962962962962963,draft
2022,203461,Anthony Bennett,2013,4,2016-17,20,92,38,0.41304347826086957,draft
2023,203462,Archie Goodwin,2013,1,2013-14,45,165,76,0.46060606060606063,draft
2024,203462,Archie Goodwin,2013,2,2014-15,38,199,79,0.3969849246231156,draft
2025,203462,Archie Goodwin,2013,3,2015-16,53,421,176,0.4180522565320665,draft
2026,203462,Archie Goodwin,2013,4,2016-17,14,66,36,0.5454545454545454,draft
2027,203463,Ben McLemore,2013,1,2013-14,80,674,254,0.3768545994065282,draft
2028,203463,Ben McLemore,2013,2,2014-15,82,829,363,0.4378769601930036,draft
2029,203463,Ben McLemore,2013,3,2015-16,67,455,195,0.42857142857142855,draft
2030,203463,Ben McLemore,2013,4,2016-17,56,418,179,0.42822966507177035,draft
2031,203468,CJ McCollum,2013,1,2013-14,34,178,74,0.4157303370786517,draft
2032,203468,CJ McCollum,2013,2,2014-15,59,365,159,0.43561643835616437,draft
2033,203468,CJ McCollum,2013,3,2015-16,80,1431,641,0.4479385045422781,draft
2034,203468,CJ McCollum,2013,4,2016-17,80,1436,692,0.4818941504178273,draft
2035,203469,Cody Zeller,2013,1,2013-14,81,404,172,0.42574257425742573,draft
2036,203469,Cody Zeller,2013,2,2014-15,62,373,172,0.46112600536193027,draft
2037,203469,Cody Zeller,2013,3,2015-16,73,437,231,0.528604118993135,draft
2038,203469,Cody Zeller,2013,4,2016-17,62,443,253,0.5711060948081265,draft
2039,203471,Dennis Schröder,2013,1,2013-14,41,186,72,0.3870967741935484,draft
2040,203471,Dennis Schröder,2013,2,2014-15,76,664,284,0.42771084337349397,draft
2041,203471,Dennis Schröder,2013,3,2015-16,80,779,329,0.42233632862644416,draft
2042,203471,Dennis Schröder,2013,4,2016-17,79,1212,548,0.4521452145214521,draft
2043,203475,Erick Green,2013,2,2014-15,39,162,61,0.3765432098765432,draft
2044,203476,Gorgui Dieng,2013,1,2013-14,52,227,113,0.4977973568281938,draft
2045,203476,Gorgui Dieng,2013,2,2014-15,73,510,259,0.5078431372549019,draft
2046,203476,Gorgui Dieng,2013,3,2015-16,82,579,308,0.531951640759931,draft
2047,203476,Gorgui Dieng,2013,4,2016-17,82,658,332,0.5045592705167173,draft
2048,203477,Isaiah Canaan,2013,1,2013-14,18,87,31,0.3563218390804598,draft
2049,203477,Isaiah Canaan,2013,2,2014-15,44,378,146,0.3862433862433862,draft
2050,203477,Isaiah Canaan,2013,3,2015-16,76,722,260,0.3601108033240997,draft
2051,203477,Isaiah Canaan,2013,4,2016-17,34,173,63,0.36416184971098264,draft
2052,203479,Jamaal Franklin,2013,1,2013-14,15,39,16,0.41025641025641024,draft
2053,203481,Jeff Withey,2013,1,2013-14,42,129,69,0.5348837209302325,draft
2054,203481,Jeff Withey,2013,2,2014-15,24,64,32,0.5,draft
2055,203481,Jeff Withey,2013,3,2015-16,44,161,87,0.5403726708074534,draft
2056,203481,Jeff Withey,2013,4,2016-17,39,103,55,0.5339805825242718,draft
2057,203482,Kelly Olynyk,2013,1,2013-14,69,502,234,0.46613545816733065,draft
2058,203482,Kelly Olynyk,2013,2,2014-15,64,527,251,0.476280834914611,draft
2059,203482,Kelly Olynyk,2013,3,2015-16,69,556,253,0.4550359712230216,draft
2060,203482,Kelly Olynyk,2013,4,2016-17,75,508,260,0.5118110236220472,draft
2061,203484,Kentavious Caldwell-Pope,2013,1,2013-14,72,457,181,0.39606126914660833,draft
2062,203484,Kentavious Caldwell-Pope,2013,2,2014-15,82,968,390,0.40289256198347106,draft
2063,203484,Kentavious Caldwell-Pope,2013,3,2015-16,76,955,403,0.42198952879581153,draft
2064,203484,Kentavious Caldwell-Pope,2013,4,2016-17,75,923,370,0.4008667388949079,draft
2065,203485,Lorenzo Brown,2013,1,2013-14,21,86,26,0.3023255813953488,draft
2066,203485,Lorenzo Brown,2013,2,2014-15,25,121,52,0.4297520661157025,draft
2067,203485,Lorenzo Brown,2013,3,2015-16,7,25,8,0.32,draft
2068,203486,Mason Plumlee,2013,1,2013-14,66,300,199,0.6633333333333333,draft
2069,203486,Mason Plumlee,2013,2,2014-15,82,486,280,0.5761316872427984,draft
2070,203486,Mason Plumlee,2013,3,2015-16,81,515,267,0.5184466019417475,draft
2071,203486,Mason Plumlee,2013,4,2016-17,81,619,334,0.5395799676898223,draft
2072,203487,Michael Carter-Williams,2013,1,2013-14,70,1053,427,0.40550807217473883,draft
2073,203487,Michael Carter-Williams,2013,2,2014-15,66,918,364,0.39651416122004357,draft
2074,203487,Michael Carter-Williams,2013,3,2015-16,54,554,251,0.45306859205776173,draft
2075,203487,Michael Carter-Williams,2013,4,2016-17,42,306,112,0.3660130718954248,draft
2076,203488,Mike Muscala,2013,1,2013-14,18,73,31,0.4246575342465753,draft
2077,203488,Mike Muscala,2013,2,2014-15,35,151,83,0.5496688741721855,draft
2078,203488,Mike Muscala,2013,3,2015-16,48,151,76,0.5033112582781457,draft
2079,203488,Mike Muscala,2013,4,2016-17,66,335,170,0.5074626865671642,draft
2080,203489,Nate Wolters,2013,1,2013-14,55,389,170,0.4370179948586118,draft
2081,203489,Nate Wolters,2013,2,2014-15,16,57,20,0.3508771929824561,draft
2082,203490,Otto Porter Jr.,2013,1,2013-14,29,91,33,0.3626373626373626,draft
2083,203490,Otto Porter Jr.,2013,2,2014-15,71,390,176,0.4512820512820513,draft
2084,203490,Otto Porter Jr.,2013,3,2015-16,75,714,339,0.47478991596638653,draft
2085,203490,Otto Porter Jr.,2013,4,2016-17,80,801,414,0.5168539325842697,draft
2086,203491,Peyton Siva,2013,1,2013-14,15,57,18,0.3157894736842105,draft
2087,203492,Ray McCallum,2013,1,2013-14,41,300,113,0.37666666666666665,draft
2088,203492,Ray McCallum,2013,2,2014-15,63,470,206,0.43829787234042555,draft
2089,203492,Ray McCallum,2013,3,2015-16,33,146,55,0.3767123287671233,draft
2090,203493,Reggie Bullock Jr.,2013,1,2013-14,36,120,43,0.35833333333333334,draft
2091,203493,Reggie Bullock Jr.,2013,2,2014-15,32,69,23,0.3333333333333333,draft
2092,203493,Reggie Bullock Jr.,2013,3,2015-16,27,98,43,0.4387755102040816,draft
2093,203493,Reggie Bullock Jr.,2013,4,2016-17,29,128,54,0.421875,draft
2094,203495,Ricky Ledo,2013,2,2014-15,16,96,32,0.3333333333333333,draft
2095,203497,Rudy Gobert,2013,1,2013-14,31,74,36,0.4864864864864865,draft
2096,203497,Rudy Gobert,2013,2,2014-15,80,427,258,0.6042154566744731,draft
2097,203497,Rudy Gobert,2013,3,2015-16,61,354,198,0.559322033898305,draft
2098,203497,Rudy Gobert,2013,4,2016-17,81,625,413,0.6608,draft
2099,203498,Shabazz Muhammad,2013,1,2013-14,34,124,57,0.4596774193548387,draft
2100,203498,Shabazz Muhammad,2013,2,2014-15,37,397,194,0.48866498740554154,draft
2101,203498,Shabazz Muhammad,2013,3,2015-16,82,680,317,0.4661764705882353,draft
2102,203498,Shabazz Muhammad,2013,4,2016-17,78,598,288,0.4816053511705686,draft
2103,203499,Shane Larkin,2013,1,2013-14,39,137,52,0.3795620437956204,draft
2104,203499,Shane Larkin,2013,2,2014-15,75,432,187,0.43287037037037035,draft
2105,203499,Shane Larkin,2013,3,2015-16,78,502,222,0.44223107569721115,draft
2106,203500,Steven Adams,2013,1,2013-14,67,185,93,0.5027027027027027,draft
2107,203500,Steven Adams,2013,2,2014-15,70,398,217,0.5452261306532663,draft
2108,203500,Steven Adams,2013,3,2015-16,79,426,261,0.6126760563380281,draft
2109,203500,Steven Adams,2013,4,2016-17,80,654,374,0.5718654434250765,draft
2110,203501,Tim Hardaway Jr.,2013,1,2013-14,81,685,294,0.4291970802919708,draft
2111,203501,Tim Hardaway Jr.,2013,2,2014-15,69,715,279,0.3902097902097902,draft
2112,203501,Tim Hardaway Jr.,2013,3,2015-16,51,264,114,0.4318181818181818,draft
2113,203501,Tim Hardaway Jr.,2013,4,2016-17,79,909,415,0.45654565456545654,draft
2114,203503,Tony Snell,2013,1,2013-14,65,336,129,0.38392857142857145,draft
2115,203503,Tony Snell,2013,2,2014-15,63,370,159,0.4297297297297297,draft
2116,203503,Tony Snell,2013,3,2015-16,61,338,126,0.3727810650887574,draft
2117,203503,Tony Snell,2013,4,2016-17,80,539,245,0.45454545454545453,draft
2118,203504,Trey Burke,2013,1,2013-14,70,896,341,0.38058035714285715,draft
2119,203504,Trey Burke,2013,2,2014-15,76,1000,369,0.369,draft
2120,203504,Trey Burke,2013,3,2015-16,63,631,262,0.4152139461172742,draft
2121,203504,Trey Burke,2013,4,2016-17,53,255,116,0.4549019607843137,draft
2122,203506,Victor Oladipo,2013,1,2013-14,80,934,392,0.4197002141327623,draft
2123,203506,Victor Oladipo,2013,2,2014-15,72,1086,473,0.43554327808471455,draft
2124,203506,Victor Oladipo,2013,3,2015-16,72,966,425,0.43995859213250516,draft
2125,203506,Victor Oladipo,2013,4,2016-17,67,930,412,0.443010752688172,draft
2126,203507,Giannis Antetokounmpo,2013,1,2013-14,76,417,173,0.4148681055155875,draft
2127,203507,Giannis Antetokounmpo,2013,2,2014-15,81,779,383,0.49165596919127086,draft
2128,203507,Giannis Antetokounmpo,2013,3,2015-16,80,1007,512,0.5084409136047666,draft
2129,203507,Giannis Antetokounmpo,2013,4,2016-17,80,1254,656,0.5231259968102073,draft
2130,203508,Sergey Karasev,2013,1,2013-14,14,35,12,0.34285714285714286,draft
2131,203508,Sergey Karasev,2013,2,2014-15,29,133,54,0.40601503759398494,draft
2132,203508,Sergey Karasev,2013,3,2015-16,29,73,30,0.410958904109589,draft
2133,203510,Pierre Jackson,2013,4,2016-17,7,39,13,0.3333333333333333,draft
2134,203511,Grant Jerrett,2013,2,2014-15,6,26,7,0.2692307692307692,draft
