tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
1039,200765,Rajon Rondo,2006,1,2006-07,73,446,188,0.42152466367713,draft,16.20266,-10.983387,1.7184517,17.64467,13.262786,-13.206127,3.7009249,-2.6117816,3.918593,3.7390676,21.671757,18.93276,-5.150096,-9.095787,-17.788908,-1.129606,4.1063023,25.859241,2.1645665,-15.352123,-14.5170765,17.049816,-19.301472,-11.169029
1040,200765,Rajon Rondo,2006,2,2007-08,77,712,351,0.4929775280898876,draft,8.574679,-14.143721,-9.155152,23.187298,18.4165,-12.273367,5.1095324,-3.4985394,8.635441,3.7848368,12.920746,20.381569,-4.792043,-11.050907,-12.147219,1.1177876,1.3158615,20.252924,5.8177347,-14.562292,-20.866142,14.86264,-16.797024,-4.0557857
1041,200765,Rajon Rondo,2006,3,2008-09,79,759,383,0.5046113306982872,draft,12.363241,-15.764344,-10.75939,29.578197,17.523092,-14.035147,11.592644,-11.371796,4.67513,11.820591,16.629873,27.062119,-2.553434,-0.97847414,-18.427448,-1.715671,-2.7406247,28.738941,8.349298,-20.043806,-20.286156,20.647861,-16.103418,-6.7918253
1042,200765,Rajon Rondo,2006,4,2009-10,81,901,459,0.5094339622641509,draft,15.848839,-8.414118,-4.4880166,20.16267,12.978678,-9.649908,11.009563,-3.9681299,14.947713,8.972521,16.504292,18.81044,-4.6174583,-7.877791,-17.629028,4.490201,3.9683201,19.878138,6.887411,-17.302166,-18.566204,17.375147,-15.981115,-6.2860107
1043,200766,Marcus Williams,2006,1,2006-07,79,521,208,0.3992322456813819,draft,6.83112,-17.970308,-7.1980553,24.185387,12.920368,-10.337296,7.895073,-4.788475,3.6299539,4.401983,13.163304,14.688464,2.680531,-8.980007,-10.326808,-2.3617446,3.8754373,16.02993,2.0690165,-12.533368,-15.539814,13.025946,-12.475274,-12.652789
1044,200766,Marcus Williams,2006,2,2007-08,49,289,111,0.3840830449826989,draft,8.50451,-6.440021,4.455829,15.6591215,16.47406,-0.3666203,-8.451086,-5.386814,2.7508912,-13.879223,2.1093237,10.335738,-1.672435,-1.5362803,-7.5222673,-7.1367426,-2.1290026,11.655943,-0.42733407,-7.897234,-16.509735,5.3046293,-15.309337,-2.5517302
1045,200766,Marcus Williams,2006,4,2009-10,57,264,103,0.3901515151515151,draft,8.134239,-17.292065,-2.164185,18.286188,11.886182,-9.090355,7.5676804,-3.8852506,5.848241,3.222665,9.723465,15.643989,1.3499148,-11.442472,-7.099446,-1.323464,3.2189627,14.740231,0.36503744,-8.421779,-14.055061,7.716118,-15.967028,-11.131529
1046,200767,Josh Boone,2006,1,2006-07,48,171,99,0.5789473684210527,draft,33.532772,-34.060677,-21.52634,55.628212,47.035492,-53.776833,25.573826,5.5766516,-13.633029,34.26931,61.06079,49.108875,20.134636,-32.448418,-45.674038,6.5245333,21.515667,71.24221,-15.703604,-40.5521,-17.737425,48.827705,-43.123245,-43.32437
1047,200767,Josh Boone,2006,2,2007-08,67,434,238,0.5483870967741935,draft,28.993908,-34.873077,-22.830898,46.7539,43.914272,-42.98926,25.041147,4.866506,-12.745862,19.41774,52.50901,46.68711,15.1051,-31.033726,-44.627354,10.076611,20.36317,71.92566,-9.945749,-44.87652,-14.446361,43.38036,-52.35299,-40.32212
1048,200767,Josh Boone,2006,3,2008-09,55,214,113,0.5280373831775701,draft,28.18906,-28.07782,-20.007702,50.587715,48.17902,-41.4203,23.608067,2.7136865,-10.583897,24.37621,48.214664,36.790154,14.60239,-27.888586,-38.158157,12.246489,14.963459,57.62606,-10.766712,-37.681267,-13.421005,44.07619,-35.395435,-33.548588
1049,200767,Josh Boone,2006,4,2009-10,55,223,117,0.5246636771300448,draft,19.426353,-30.94025,-24.174484,55.155952,47.237473,-38.749035,24.780134,1.6039166,-16.550869,22.942766,38.013435,45.35029,13.187685,-25.113335,-34.37712,9.776599,10.526128,56.161877,-0.388968,-33.848915,-25.25579,36.21796,-31.895855,-31.108158
1050,200768,Kyle Lowry,2006,1,2006-07,9,38,14,0.3684210526315789,draft,12.310867,-18.660828,-15.377886,39.41862,23.78189,-22.73623,10.941275,-24.695957,-14.495953,2.7838552,23.597162,32.49227,4.582563,-22.78087,-24.299522,2.3679037,-0.32013237,48.873634,7.2380114,-20.46959,-25.604094,20.34156,-18.438147,-17.050224
1051,200768,Kyle Lowry,2006,2,2007-08,82,585,256,0.4376068376068376,draft,11.976217,-20.419947,-12.484718,31.89344,25.786545,-16.924019,12.891262,-1.7026814,-0.98520994,5.3842845,21.225607,19.792877,4.095189,-14.936396,-18.117887,1.7597518,6.733709,28.537083,-1.3328285,-21.611923,-15.454058,22.960281,-22.179745,-16.89262
1052,200768,Kyle Lowry,2006,3,2008-09,76,431,189,0.4385150812064965,draft,14.437105,-21.097271,-9.529588,28.878708,24.4608,-15.178642,10.226856,-3.2435355,0.6311835,3.9283094,21.210327,24.366373,3.0733979,-11.42375,-21.20514,1.4423689,6.2190323,30.646517,0.5063791,-22.40478,-16.347614,18.718864,-25.550137,-17.831573
1053,200768,Kyle Lowry,2006,4,2009-10,68,462,184,0.3982683982683982,draft,12.529589,-18.997774,-10.191523,26.689384,22.80903,-18.120731,6.612829,0.15872991,1.1024774,2.2802625,20.021614,20.306747,1.7132676,-14.669284,-16.303478,4.391087,5.313226,28.743267,-1.3084388,-17.360914,-14.697492,16.58242,-21.36064,-12.959609
1054,200769,Shannon Brown,2006,1,2006-07,20,74,28,0.3783783783783784,draft,11.377502,2.8767877,2.5447247,10.35107,17.6718,-15.769935,-7.9935,0.9580106,5.9201565,4.1719327,14.815146,17.881947,-0.5007689,-3.09688,2.3259313,-17.91704,-5.814908,15.515493,7.857807,-17.988274,-5.7624283,13.759014,-18.8,4.655915
1055,200769,Shannon Brown,2006,2,2007-08,20,125,44,0.352,draft,13.254856,-14.004395,-0.16508831,26.183414,15.714525,-7.2592826,7.7452154,-15.5678215,-0.5434194,-5.415623,11.912239,13.657893,-6.248262,-10.643816,-17.72113,2.3051672,1.3428311,26.924292,0.12942767,-12.164564,-18.734295,16.53225,-15.241196,-6.606215
1056,200769,Shannon Brown,2006,3,2008-09,41,163,78,0.4785276073619632,draft,17.391691,-29.721436,-11.8435135,38.24402,35.495365,-28.391262,14.295317,3.148139,0.0018241405,15.361592,24.833967,31.06129,7.352281,-18.131668,-18.66459,2.4361663,5.840173,36.066177,-17.6316,-18.00492,-19.60387,23.783966,-30.319077,-20.502419
1057,200769,Shannon Brown,2006,4,2009-10,81,588,253,0.4302721088435374,draft,11.894032,-15.7494755,-3.2455566,20.109123,21.643024,-14.558241,-3.8520274,-2.6262188,-2.5361416,2.1582186,14.805401,18.136765,1.1205664,0.8762257,-9.834125,-12.899647,-4.1397624,25.387295,-1.777174,-17.851353,-8.407038,18.65511,-21.03685,-3.7873507
1058,200770,Jordan Farmar,2006,1,2006-07,70,292,124,0.4246575342465753,draft,7.271493,-12.575575,-9.160697,24.776733,23.010296,-17.104479,8.7157755,-1.8271421,2.2234664,3.510013,10.675968,27.826225,6.292987,-9.578441,-7.0934477,-4.579181,1.4063483,24.328814,-1.1672208,-19.234612,-19.340067,11.11921,-26.080418,-10.143456
1059,200770,Jordan Farmar,2006,2,2007-08,82,629,291,0.4626391096979332,draft,7.212762,-9.779793,-10.044896,27.053225,16.792818,-7.278494,15.958247,3.9676514,-1.9825085,-4.443125,15.742865,19.013124,5.083197,-3.1419656,-12.434819,-0.0698815,3.7511907,23.983559,-6.0902095,-17.235643,-21.610657,10.723624,-16.680809,-7.4135222
1060,200770,Jordan Farmar,2006,3,2008-09,65,411,161,0.3917274939172749,draft,12.830527,-18.001255,-4.7489843,27.716518,27.112497,-14.902777,13.830262,-0.9115113,-4.444511,2.720696,13.272829,26.557793,4.3445425,-3.915744,-13.260705,-1.1381584,-3.5171628,28.040394,-10.300077,-18.241539,-16.700386,9.804104,-22.851233,-13.471497
1061,200770,Jordan Farmar,2006,4,2009-10,81,514,224,0.4357976653696498,draft,11.780582,-8.106016,0.20544028,24.963766,20.652332,-8.518566,-2.4797769,-7.551982,-4.0275197,-11.740984,11.5293,17.219358,-0.93482625,-6.1227465,-16.599064,-3.9067767,3.1390965,28.085293,-4.146357,-11.899166,-22.088394,16.741707,-20.9765,-6.4178085
1062,200771,Sergio Rodriguez,2006,1,2006-07,62,238,101,0.4243697478991596,draft,3.0217397,-9.672358,-8.144667,19.113552,11.637141,-10.952553,5.292676,-4.111339,7.5185943,1.5928836,8.503447,14.441662,1.4140658,-9.987219,-0.5362397,-11.719746,1.6069117,11.089478,4.0505457,-14.5007515,-16.484371,12.315916,-15.364227,-4.0508156
1063,200771,Sergio Rodriguez,2006,2,2007-08,65,192,69,0.359375,draft,14.71419,-18.701912,0.24715221,28.776325,23.112808,-9.684248,22.1826,-1.0635529,-1.5271397,3.2898514,9.468115,25.236145,7.9680233,-2.1544583,-12.975737,1.2664471,0.2642063,25.022758,-15.202364,-15.728703,-19.269548,6.4678235,-23.840523,-15.995436
1064,200771,Sergio Rodriguez,2006,3,2008-09,80,324,129,0.3981481481481481,draft,9.7935705,-15.064999,-6.1771927,23.686539,17.344883,-11.574722,11.752924,-6.951557,1.4685175,3.0382977,8.371898,23.590391,3.00815,-5.6570616,-9.830375,0.12517422,-0.64123636,22.715876,0.08385396,-15.776594,-16.44833,8.890787,-20.558456,-11.252813
1065,200771,Sergio Rodriguez,2006,4,2009-10,65,351,167,0.4757834757834758,draft,11.965132,-19.895107,-6.94518,27.193546,22.84827,-17.476797,12.857108,2.9384003,2.221517,6.192548,16.10749,30.98745,3.0735855,-11.112119,-14.5341835,1.6161625,3.6580744,29.037453,-6.9189997,-16.462921,-23.859436,9.202747,-26.276627,-13.604258
1066,200772,Maurice Ager,2006,1,2006-07,24,70,22,0.3142857142857143,draft,9.4216795,-16.987045,-12.764681,32.031082,25.533432,-8.024177,-0.15633374,-12.518653,3.7500038,-7.143029,5.482533,14.546628,9.260852,-16.9489,-13.922491,2.4593854,3.264138,24.312155,-11.807783,-5.313057,-29.882504,14.3039875,-14.925814,-3.6110785
1067,200772,Maurice Ager,2006,2,2007-08,22,65,21,0.3230769230769231,draft,8.84,-16.550621,-9.436151,23.321056,13.414234,-14.653563,10.864695,-0.8713238,1.1285162,4.356124,13.359666,14.290306,3.4909248,-9.974157,-11.233046,2.3877516,2.7056482,22.777794,0.47685587,-14.435667,-9.591715,18.577253,-15.209851,-7.740945
1068,200772,Maurice Ager,2006,3,2008-09,16,43,15,0.3488372093023256,draft,21.27689,-20.71429,-6.5907063,36.08094,32.298035,-27.695393,20.067265,-4.2681417,-3.590886,15.6178,32.175995,23.054018,5.3071547,-26.522396,-21.340912,6.0960274,8.037994,34.769096,-8.325525,-23.685116,-9.741919,28.747692,-23.4287,-23.087986
1069,200776,Mardy Collins,2006,1,2006-07,36,225,87,0.3866666666666666,draft,12.883486,-14.927807,-8.035564,32.795494,25.42272,-17.272005,15.867805,-4.1300592,-1.2406425,7.0547256,18.560373,21.367172,8.56531,-13.433517,-13.940916,4.2527337,5.527973,28.14201,-9.479155,-13.617746,-20.328175,18.867348,-18.865522,-17.388435
1070,200776,Mardy Collins,2006,2,2007-08,38,174,57,0.3275862068965517,draft,11.337187,-16.638226,-9.617121,26.16259,21.44703,-16.557858,11.835261,0.3369279,0.94143295,6.185546,18.08979,15.293177,5.250946,-15.996651,-13.040998,6.787249,5.029974,23.599537,-2.7803078,-13.503204,-13.878772,17.634027,-14.3193445,-13.01211
1071,200776,Mardy Collins,2006,3,2008-09,44,246,105,0.4268292682926829,draft,13.776684,-25.770294,-8.03483,29.974995,19.850557,-21.452026,-0.3496939,-14.457987,-8.434504,2.7118816,24.674423,25.952766,1.0613694,-8.260949,-16.682224,-16.446356,0.63039875,44.05283,-4.2257557,-19.482178,-13.86939,25.79964,-28.697254,-10.681673
1072,200776,Mardy Collins,2006,4,2009-10,33,126,47,0.373015873015873,draft,14.567156,-8.157387,4.22456,12.06562,10.840993,-8.698167,11.78016,1.048148,10.5417385,3.3500984,11.754906,16.344736,0.97977996,-10.245529,-10.8420315,0.32667673,4.25406,13.452091,0.28042793,-17.30027,-9.177834,7.8023477,-20.808147,-13.363942
1073,200778,James White,2006,1,2006-07,6,41,18,0.4390243902439024,draft,2.3828666,-18.749874,-11.389626,28.251886,9.94698,0.24316096,4.1208158,-6.262768,13.678493,2.6195536,7.4438086,12.029235,-7.6000404,-5.087857,-10.002369,7.1629496,4.214059,11.086582,19.013905,-5.8201,-26.179789,11.363718,-3.3504443,4.388572
1074,200779,Steve Novak,2006,1,2006-07,23,50,18,0.36,draft,4.248974,-7.9499555,3.3627295,16.081583,12.231818,-0.11171436,4.052521,7.85254,19.458378,-2.0935993,-5.178258,8.400833,0.6631477,-1.047778,5.8297877,-5.0638547,-4.793502,-10.054296,-6.971834,-1.0839002,-25.36013,-3.8345976,-4.672271,1.9568672
1075,200779,Steve Novak,2006,2,2007-08,29,102,49,0.4803921568627451,draft,-3.3497937,-4.1570363,-1.147042,15.3487015,8.276979,6.209331,3.1233869,0.011374474,12.860952,-15.284561,-8.440158,4.755534,-4.612286,-3.3967767,7.5210876,-8.033432,-0.039372027,-3.604504,9.114051,-6.4169197,-22.202774,1.819748,-10.032578,8.970469
1076,200779,Steve Novak,2006,3,2008-09,61,394,176,0.4467005076142132,draft,3.5328107,-3.9843245,3.2855792,7.6520877,6.6239867,4.7240534,-9.068659,-7.206233,10.406983,-18.036625,-1.7606583,7.862393,-8.637292,-3.2221584,-4.1672645,-5.2828503,-3.1669378,6.304668,7.3927245,-5.089528,-20.651194,-0.21563709,-11.3297615,1.5954647
1077,200779,Steve Novak,2006,4,2009-10,33,108,42,0.3888888888888889,draft,0.8128569,-13.701374,-0.6351296,14.782929,8.299276,1.9941509,1.6167529,3.3635905,15.772301,-8.609947,1.2583749,9.881867,-6.879957,-2.2991626,2.0761194,-5.7355514,-2.546093,-3.0775142,2.897145,-8.604255,-22.06997,-4.678405,-9.415865,1.2310367
1078,200780,Solomon Jones,2006,1,2006-07,41,128,65,0.5078125,draft,28.63041,-30.14403,-22.948414,49.481537,48.910427,-34.107883,26.299065,-5.677569,-9.435151,18.214367,44.568993,34.285027,14.84416,-29.999117,-40.562996,12.990867,14.72501,59.881584,-10.810255,-38.765156,-13.68214,43.553642,-39.449112,-36.177692
1079,200780,Solomon Jones,2006,2,2007-08,13,30,12,0.4,draft,24.146957,-27.97018,-17.761547,49.24918,44.379562,-30.626978,26.196568,-8.164395,-5.7310243,16.920816,42.450615,24.649876,9.654184,-33.14781,-29.672943,7.180056,11.975625,44.00738,-10.217082,-33.484467,-13.331207,41.44941,-29.143997,-32.00911
1080,200780,Solomon Jones,2006,3,2008-09,43,111,67,0.6036036036036037,draft,14.23368,-34.31731,-26.772316,50.95687,46.280754,-24.836573,17.135536,-4.9303684,0.29882753,10.556673,28.608356,32.526707,5.623905,-27.77759,-27.431408,8.714106,11.747581,45.66977,-3.6105185,-28.10071,-29.566925,37.25683,-35.492775,-21.660349
1081,200780,Solomon Jones,2006,4,2009-10,50,176,78,0.4431818181818182,draft,11.510447,-15.619421,-1.4391787,22.878128,12.104117,-3.3311248,9.745157,-14.30196,9.519621,-5.4091682,11.903299,7.184783,-5.6168075,-15.344824,-12.289442,-3.2498806,6.152972,17.537174,0.5300127,-14.4145775,-16.86213,19.195341,-17.962303,-8.787942
1082,200781,Paul Davis,2006,1,2006-07,17,52,22,0.4230769230769231,draft,22.326004,-19.60754,-11.222424,33.74202,29.616198,-28.370827,16.244698,0.69349396,-1.5925717,17.061249,36.517918,24.319553,13.379062,-20.749737,-26.507587,7.9486747,10.064651,38.22958,-4.6171613,-26.87339,-8.98316,28.435991,-22.656013,-28.619781
1083,200781,Paul Davis,2006,2,2007-08,17,65,24,0.3692307692307692,draft,11.755514,-17.523655,-5.41158,20.733559,19.559822,-22.199276,11.096334,3.9844506,2.378997,7.186687,22.230328,17.779697,2.2108183,-21.453964,-10.790843,1.3539947,5.3550215,22.772354,-1.9399638,-19.432163,-9.379326,17.132034,-19.534088,-17.431625
1084,200781,Paul Davis,2006,3,2008-09,26,98,40,0.4081632653061224,draft,7.5791636,-17.11002,-12.6232815,26.151781,20.05843,-18.084702,12.6355,-9.206299,-0.9348045,6.3834662,17.045769,29.278973,4.7770734,-20.30495,-13.836,-3.8395758,1.7279916,28.111794,5.196277,-18.8796,-23.80843,15.990923,-21.00195,-21.737022
1085,200783,Craig Smith,2006,1,2006-07,80,461,246,0.5336225596529284,draft,19.614155,-30.617634,-22.084366,37.52108,37.289883,-28.347092,10.677822,2.5620003,0.96382904,11.164459,30.65401,30.179604,12.448944,-19.947092,-29.55627,4.821258,10.770281,43.227753,-9.793915,-30.070625,-16.210602,31.604588,-35.65407,-25.509373
1086,200783,Craig Smith,2006,2,2007-08,77,525,297,0.5657142857142857,draft,21.422476,-27.894804,-15.275613,35.07543,27.523487,-26.594894,15.374603,-7.786433,5.910651,11.138714,35.79367,27.776377,6.134616,-26.875217,-27.108997,-1.4952862,13.513947,43.214527,-10.719772,-26.886337,-21.450401,34.537945,-35.607853,-30.288317
1087,200783,Craig Smith,2006,3,2008-09,74,513,289,0.5633528265107213,draft,17.041569,-26.987059,-24.0034,43.31359,30.562283,-25.652256,12.552971,-7.566094,-4.689457,10.026697,35.67861,32.799603,11.816174,-25.560848,-33.634293,9.237991,14.522192,51.518593,0.17181206,-24.817919,-27.34848,30.326136,-27.791883,-23.665329
1088,200783,Craig Smith,2006,4,2009-10,72,397,226,0.5692695214105793,draft,23.602627,-32.84793,-22.274754,51.929047,48.07099,-35.401257,24.804184,0.70291567,-12.785786,14.989855,42.22453,35.103657,7.23853,-24.235788,-36.678078,13.751949,11.922467,58.75028,-6.0403495,-38.736782,-13.641248,41.902153,-38.03895,-28.393253
1089,200784,Bobby Jones,2006,1,2006-07,26,93,43,0.4623655913978494,draft,21.440449,-24.437286,-14.640124,32.799843,25.270926,-32.792866,10.4339485,2.2662137,0.27048373,19.258312,34.989143,30.732151,10.19174,-23.562084,-27.148249,4.155418,12.408886,42.659595,-9.301775,-22.084072,-14.6514,28.995255,-28.266445,-20.733915
1090,200784,Bobby Jones,2006,2,2007-08,36,140,60,0.4285714285714285,draft,12.018114,-27.6551,-11.374808,42.421555,29.32016,-22.629122,13.176791,-7.325574,-9.335803,6.4397793,22.263433,31.272408,4.974865,-13.291515,-17.628946,-5.8617554,4.331479,40.7398,-12.531954,-18.109764,-24.247135,21.323368,-28.033401,-13.417168
1091,200786,David Noel,2006,1,2006-07,48,177,65,0.3672316384180791,draft,7.2932677,-14.99605,-6.2696285,22.782698,18.162882,-11.298282,13.926561,5.5714483,2.2416205,-1.0013851,13.160711,12.339066,0.50600004,-12.992949,-7.6059237,1.3318372,4.1148396,16.557076,-0.25887442,-17.863558,-11.154474,14.471016,-18.156113,-9.197115
1092,200788,James Augustine,2006,2,2007-08,19,34,18,0.5294117647058824,draft,26.745768,-23.075588,-10.383605,45.003937,42.370644,-46.17267,27.601921,8.537922,-8.933526,23.743603,48.21895,41.231956,6.370681,-38.32675,-28.001165,1.6218476,16.416992,52.669643,-11.979473,-37.713684,-15.582937,39.81669,-42.663063,-31.224447
1093,200789,Daniel Gibson,2006,1,2006-07,56,229,98,0.4279475982532751,draft,4.2629423,-15.562836,-2.712087,22.717201,14.493107,-8.025818,5.609123,-16.44588,-2.7728584,-1.7192854,1.505392,23.246593,1.3510518,-0.1368066,-1.209408,-9.107073,-8.601267,22.49368,0.49257767,-6.6495967,-19.119583,2.5716567,-15.568093,-4.0841436
1094,200789,Daniel Gibson,2006,2,2007-08,58,465,201,0.432258064516129,draft,0.69145817,-6.8000774,-6.2023945,14.324747,7.9503493,1.3514841,5.5923033,2.1505234,4.051018,-18.805021,-6.158495,11.290714,-2.237227,-1.2756535,-1.3578933,3.5976365,-4.237962,13.186703,0.69678926,-8.040443,-22.046728,-1.8749934,-11.500294,10.120975
1095,200789,Daniel Gibson,2006,3,2008-09,75,527,206,0.3908918406072106,draft,4.31323,-11.757858,0.3920263,13.809452,8.378629,0.66401756,7.16889,-2.497573,6.3018346,-6.7698326,-3.4302278,11.55167,-0.41737485,-0.4427835,-2.2015712,-2.2796097,-3.1237693,7.3595786,-2.839418,-4.8250456,-17.486256,-1.1435226,-12.064086,-1.5129957
1096,200789,Daniel Gibson,2006,4,2009-10,52,268,125,0.4664179104477612,draft,-0.18162364,-8.588608,-6.931512,10.6679325,6.55962,0.91884375,-0.60921913,-3.4974067,10.213285,-12.868492,-8.266916,12.700159,-3.6630373,1.8731312,-2.4803936,3.0256133,-4.9580126,9.674268,11.280819,-9.01527,-19.482075,-0.86247075,-11.6185875,6.236566
1097,200792,Alexander Johnson,2006,1,2006-07,46,169,91,0.5384615384615384,draft,22.613323,-29.137268,-16.754105,41.446297,39.85996,-38.566696,17.510147,9.845669,-10.411438,16.03602,41.05052,37.64097,9.181177,-24.095097,-31.185001,10.86101,13.1483135,53.92366,-4.4658194,-34.29101,-9.84483,32.53656,-38.26564,-27.506098
1098,200792,Alexander Johnson,2006,2,2007-08,34,125,61,0.488,draft,12.5598345,-30.158855,-13.601838,35.78797,28.076176,-24.76273,13.31566,4.0041375,-0.91061926,10.735485,27.233196,26.088142,3.939536,-23.725302,-17.107119,-0.90225685,12.089465,32.798542,-4.4441314,-20.826355,-16.116844,25.332386,-29.583782,-19.202858
1099,200793,Dee Brown,2006,1,2006-07,35,98,32,0.3265306122448979,draft,6.783263,-12.66745,-15.701302,22.395584,17.194328,-20.595652,3.5904922,-4.190898,1.4273663,8.476404,15.733746,31.029821,10.84461,-16.406864,-13.236647,5.2677083,2.080792,29.19297,11.154019,-14.131886,-22.778278,7.7816916,-14.53526,-13.653909
1100,200793,Dee Brown,2006,3,2008-09,16,49,18,0.3673469387755102,draft,13.373089,-11.050238,-6.801183,20.541048,21.660412,-14.881676,2.8032918,1.8280075,2.1702557,-1.6391805,11.422148,24.632565,0.105267525,-14.802605,-17.66967,13.448793,3.8916662,30.301716,8.38184,-15.935699,-15.573627,8.80883,-21.517145,-1.1120701
1101,200794,Paul Millsap,2006,1,2006-07,78,398,209,0.5251256281407035,draft,23.851795,-35.97316,-12.419191,48.333443,47.33364,-36.586357,25.938484,4.792032,-6.9480996,18.264887,35.825226,41.35902,7.714217,-24.64372,-27.388609,4.119197,11.138092,51.32817,-20.370062,-31.209057,-19.577858,33.31728,-45.307133,-32.115498
1102,200794,Paul Millsap,2006,2,2007-08,81,501,253,0.5049900199600799,draft,17.942982,-29.849506,-21.001305,35.147957,30.810326,-31.035479,11.860466,-1.0600581,-3.388152,12.721822,32.582962,35.537598,10.18073,-24.162292,-29.775728,6.3087425,11.316925,49.58291,-5.5357575,-25.894974,-20.92672,27.816408,-33.3514,-25.78928
1103,200794,Paul Millsap,2006,3,2008-09,76,748,400,0.5347593582887701,draft,20.441978,-28.948286,-18.084602,38.323666,32.375534,-33.21593,18.71073,-2.7439065,-6.0063806,16.55223,37.002396,41.602455,9.6120205,-28.283113,-32.201088,4.7904997,14.32748,54.486427,-5.4773183,-29.27538,-23.794598,30.220612,-38.340706,-30.476711
