tensor_index,PLAYER_ID,season_num,PLAYER_NAME,season_string,DRAFT_YEAR,games_with_shots,shot_attempts,shot_makes,fg_pct
1910,203089,4,John Henson,2015-16,2012,55,291,164,0.563573883161512
1911,203090,1,Maurice Harkless,2012-13,2012,75,562,260,0.4626334519572954
1912,203090,2,Maurice Harkless,2013-14,2012,78,481,224,0.4656964656964657
1913,203090,3,Maurice Harkless,2014-15,2012,38,156,63,0.40384615384615385
1914,203090,4,Maurice Harkless,2015-16,2012,75,411,195,0.4744525547445255
1915,203092,1,Tyler Zeller,2012-13,2012,76,559,245,0.43828264758497315
1916,203092,2,Tyler Zeller,2013-14,2012,60,289,156,0.5397923875432526
1917,203092,3,Tyler Zeller,2014-15,2012,81,619,340,0.5492730210016155
1918,203092,4,Tyler Zeller,2015-16,2012,57,290,138,0.47586206896551725
1919,203093,1,Terrence Jones,2012-13,2012,15,94,43,0.4574468085106383
1920,203093,2,Terrence Jones,2013-14,2012,75,712,386,0.5421348314606742
1921,203093,3,Terrence Jones,2014-15,2012,33,298,158,0.5302013422818792
1922,203093,4,Terrence Jones,2015-16,2012,48,366,165,0.45081967213114754
1923,203094,1,Andrew Nicholson,2012-13,2012,73,486,256,0.5267489711934157
1924,203094,2,Andrew Nicholson,2013-14,2012,71,419,180,0.4295942720763723
1925,203094,3,Andrew Nicholson,2014-15,2012,34,190,83,0.4368421052631579
1926,203094,4,Andrew Nicholson,2015-16,2012,49,310,146,0.47096774193548385
1927,203095,1,Evan Fournier,2012-13,2012,34,152,75,0.4934210526315789
1928,203095,2,Evan Fournier,2013-14,2012,74,543,228,0.4198895027624309
1929,203098,1,John Jenkins,2012-13,2012,54,294,131,0.445578231292517
1930,203098,2,John Jenkins,2013-14,2012,10,42,16,0.38095238095238093
1931,203098,3,John Jenkins,2014-15,2012,20,99,49,0.494949494949495
1932,203098,4,John Jenkins,2015-16,2012,37,160,71,0.44375
1933,203099,3,Jared Cunningham,2014-15,2012,16,33,12,0.36363636363636365
1934,203099,4,Jared Cunningham,2015-16,2012,27,105,36,0.34285714285714286
1935,203100,1,Tony Wroten,2012-13,2012,23,86,33,0.38372093023255816
1936,203100,2,Tony Wroten,2013-14,2012,71,801,343,0.4282147315855181
1937,203100,3,Tony Wroten,2014-15,2012,30,430,175,0.4069767441860465
1938,203100,4,Tony Wroten,2015-16,2012,8,65,22,0.3384615384615385
1939,203101,2,Miles Plumlee,2013-14,2012,80,553,286,0.5171790235081374
1940,203101,3,Miles Plumlee,2014-15,2012,66,254,136,0.5354330708661418
1941,203101,4,Miles Plumlee,2015-16,2012,51,233,140,0.6008583690987125
1942,203102,1,Arnett Moultrie,2012-13,2012,38,134,78,0.582089552238806
1943,203102,2,Arnett Moultrie,2013-14,2012,12,38,16,0.42105263157894735
1944,203103,1,Perry Jones III,2012-13,2012,32,99,39,0.3939393939393939
1945,203103,2,Perry Jones III,2013-14,2012,49,180,83,0.46111111111111114
1946,203103,3,Perry Jones III,2014-15,2012,37,181,73,0.40331491712707185
1947,203104,1,Marquis Teague,2012-13,2012,28,113,43,0.3805309734513274
1948,203104,2,Marquis Teague,2013-14,2012,34,119,38,0.31932773109243695
1949,203105,1,Festus Ezeli,2012-13,2012,64,169,74,0.4378698224852071
1950,203105,3,Festus Ezeli,2014-15,2012,41,139,76,0.5467625899280576
1951,203105,4,Festus Ezeli,2015-16,2012,45,228,125,0.5482456140350878
1952,203106,1,Jeffery Taylor,2012-13,2012,75,399,172,0.43107769423558895
1953,203106,2,Jeffery Taylor,2013-14,2012,25,216,82,0.37962962962962965
1954,203106,3,Jeffery Taylor,2014-15,2012,27,114,45,0.39473684210526316
1955,203108,1,Bernard James,2012-13,2012,32,102,53,0.5196078431372549
1956,203108,3,Bernard James,2014-15,2012,10,27,12,0.4444444444444444
1957,203109,1,Jae Crowder,2012-13,2012,73,364,141,0.3873626373626374
1958,203109,2,Jae Crowder,2013-14,2012,70,295,130,0.4406779661016949
1959,203109,3,Jae Crowder,2014-15,2012,77,542,229,0.4225092250922509
1960,203109,4,Jae Crowder,2015-16,2012,73,811,360,0.4438964241676942
1961,203110,1,Draymond Green,2012-13,2012,71,254,84,0.33070866141732286
1962,203110,2,Draymond Green,2013-14,2012,82,457,187,0.40919037199124725
1963,203110,3,Draymond Green,2014-15,2012,79,765,339,0.44313725490196076
1964,203110,4,Draymond Green,2015-16,2012,81,818,401,0.4902200488997555
1965,203111,1,Orlando Johnson,2012-13,2012,43,179,72,0.4022346368715084
1966,203111,2,Orlando Johnson,2013-14,2012,38,113,36,0.3185840707964602
1967,203111,4,Orlando Johnson,2015-16,2012,6,34,9,0.2647058823529412
1968,203112,1,Quincy Acy,2012-13,2012,25,75,42,0.56
1969,203112,2,Quincy Acy,2013-14,2012,50,141,66,0.46808510638297873
1970,203112,3,Quincy Acy,2014-15,2012,65,331,152,0.459214501510574
1971,203112,4,Quincy Acy,2015-16,2012,52,213,119,0.5586854460093896
1972,203113,2,Quincy Miller,2013-14,2012,50,256,94,0.3671875
1973,203113,3,Quincy Miller,2014-15,2012,9,38,9,0.23684210526315788
1974,203114,1,Khris Middleton,2012-13,2012,24,139,62,0.4460431654676259
1975,203114,2,Khris Middleton,2013-14,2012,82,852,376,0.4413145539906103
1976,203114,3,Khris Middleton,2014-15,2012,79,869,406,0.4672036823935558
1977,203114,4,Khris Middleton,2015-16,2012,79,1142,507,0.44395796847635727
1978,203115,1,Will Barton,2012-13,2012,65,308,118,0.38311688311688313
1979,203115,2,Will Barton,2013-14,2012,38,155,65,0.41935483870967744
1980,203115,3,Will Barton,2014-15,2012,57,351,150,0.42735042735042733
1981,203115,4,Will Barton,2015-16,2012,82,979,425,0.4341164453524004
1982,203116,1,Tyshawn Taylor,2012-13,2012,28,87,32,0.367816091954023
1983,203116,2,Tyshawn Taylor,2013-14,2012,17,91,31,0.34065934065934067
1984,203117,1,Doron Lamb,2012-13,2012,41,162,60,0.37037037037037035
1985,203117,2,Doron Lamb,2013-14,2012,46,159,63,0.39622641509433965
1986,203118,1,Mike Scott,2012-13,2012,31,147,70,0.47619047619047616
1987,203118,2,Mike Scott,2013-14,2012,79,626,301,0.48083067092651754
1988,203118,3,Mike Scott,2014-15,2012,68,452,201,0.4446902654867257
1989,203118,4,Mike Scott,2015-16,2012,70,376,176,0.46808510638297873
1990,203119,1,Kim English,2012-13,2012,34,112,42,0.375
1991,203120,3,Justin Hamilton,2014-15,2012,36,178,85,0.47752808988764045
1992,203121,1,Darius Miller,2012-13,2012,41,108,44,0.4074074074074074
1993,203121,2,Darius Miller,2013-14,2012,39,165,73,0.44242424242424244
1994,203122,1,Kevin Murphy,2012-13,2012,14,28,7,0.25
1995,203123,3,Kostas Papanikolaou,2014-15,2012,41,197,69,0.350253807106599
1996,203123,4,Kostas Papanikolaou,2015-16,2012,20,65,24,0.36923076923076925
1997,203124,1,Kyle O'Quinn,2012-13,2012,47,197,101,0.5126903553299492
1998,203124,2,Kyle O'Quinn,2013-14,2012,64,370,186,0.5027027027027027
1999,203124,3,Kyle O'Quinn,2014-15,2012,48,241,119,0.49377593360995853
2000,203124,4,Kyle O'Quinn,2015-16,2012,61,271,129,0.47601476014760147
2001,203128,3,Furkan Aldemir,2014-15,2012,33,78,40,0.5128205128205128
2002,203135,4,Robert Sacre,2015-16,2012,23,75,31,0.41333333333333333
2003,203318,1,Glen Rice,2013-14,2013,9,36,11,0.3055555555555556
2004,203457,2,Nerlens Noel,2014-15,2013,75,653,302,0.46248085758039814
2005,203457,3,Nerlens Noel,2015-16,2013,67,587,306,0.5212947189097104
2006,203457,4,Nerlens Noel,2016-17,2013,50,309,184,0.5954692556634305
2007,203458,1,Alex Len,2013-14,2013,31,78,33,0.4230769230769231
2008,203458,2,Alex Len,2014-15,2013,68,353,179,0.5070821529745042
2009,203458,3,Alex Len,2015-16,2013,74,624,264,0.4230769230769231
2010,203458,4,Alex Len,2016-17,2013,77,462,230,0.49783549783549785
2011,203459,1,Allen Crabbe,2013-14,2013,10,33,12,0.36363636363636365
2012,203459,2,Allen Crabbe,2014-15,2013,44,153,63,0.4117647058823529
2013,203459,3,Allen Crabbe,2015-16,2013,81,676,311,0.46005917159763315
2014,203459,4,Allen Crabbe,2016-17,2013,79,647,303,0.46831530139103555
2015,203460,1,Andre Roberson,2013-14,2013,27,68,33,0.4852941176470588
2016,203460,2,Andre Roberson,2014-15,2013,57,201,92,0.4577114427860697
2017,203460,3,Andre Roberson,2015-16,2013,69,272,136,0.5
2018,203460,4,Andre Roberson,2016-17,2013,79,462,215,0.4653679653679654
2019,203461,1,Anthony Bennett,2013-14,2013,48,225,80,0.35555555555555557
2020,203461,2,Anthony Bennett,2014-15,2013,54,297,125,0.4208754208754209
2021,203461,3,Anthony Bennett,2015-16,2013,14,27,8,0.2962962962962963
2022,203461,4,Anthony Bennett,2016-17,2013,20,92,38,0.41304347826086957
2023,203462,1,Archie Goodwin,2013-14,2013,45,165,76,0.46060606060606063
2024,203462,2,Archie Goodwin,2014-15,2013,38,199,79,0.3969849246231156
2025,203462,3,Archie Goodwin,2015-16,2013,53,421,176,0.4180522565320665
2026,203462,4,Archie Goodwin,2016-17,2013,14,66,36,0.5454545454545454
2027,203463,1,Ben McLemore,2013-14,2013,80,674,254,0.3768545994065282
2028,203463,2,Ben McLemore,2014-15,2013,82,829,363,0.4378769601930036
2029,203463,3,Ben McLemore,2015-16,2013,67,455,195,0.42857142857142855
2030,203463,4,Ben McLemore,2016-17,2013,56,418,179,0.42822966507177035
2031,203468,1,CJ McCollum,2013-14,2013,34,178,74,0.4157303370786517
2032,203468,2,CJ McCollum,2014-15,2013,59,365,159,0.43561643835616437
2033,203468,3,CJ McCollum,2015-16,2013,80,1431,641,0.4479385045422781
2034,203468,4,CJ McCollum,2016-17,2013,80,1436,692,0.4818941504178273
2035,203469,1,Cody Zeller,2013-14,2013,81,404,172,0.42574257425742573
2036,203469,2,Cody Zeller,2014-15,2013,62,373,172,0.46112600536193027
2037,203469,3,Cody Zeller,2015-16,2013,73,437,231,0.528604118993135
2038,203469,4,Cody Zeller,2016-17,2013,62,443,253,0.5711060948081265
2039,203471,1,Dennis Schröder,2013-14,2013,41,186,72,0.3870967741935484
2040,203471,2,Dennis Schröder,2014-15,2013,76,664,284,0.42771084337349397
2041,203471,3,Dennis Schröder,2015-16,2013,80,779,329,0.42233632862644416
2042,203471,4,Dennis Schröder,2016-17,2013,79,1212,548,0.4521452145214521
2043,203475,2,Erick Green,2014-15,2013,39,162,61,0.3765432098765432
2044,203476,1,Gorgui Dieng,2013-14,2013,52,227,113,0.4977973568281938
2045,203476,2,Gorgui Dieng,2014-15,2013,73,510,259,0.5078431372549019
2046,203476,3,Gorgui Dieng,2015-16,2013,82,579,308,0.531951640759931
2047,203476,4,Gorgui Dieng,2016-17,2013,82,658,332,0.5045592705167173
2048,203477,1,Isaiah Canaan,2013-14,2013,18,87,31,0.3563218390804598
2049,203477,2,Isaiah Canaan,2014-15,2013,44,378,146,0.3862433862433862
2050,203477,3,Isaiah Canaan,2015-16,2013,76,722,260,0.3601108033240997
2051,203477,4,Isaiah Canaan,2016-17,2013,34,173,63,0.36416184971098264
2052,203479,1,Jamaal Franklin,2013-14,2013,15,39,16,0.41025641025641024
2053,203481,1,Jeff Withey,2013-14,2013,42,129,69,0.5348837209302325
2054,203481,2,Jeff Withey,2014-15,2013,24,64,32,0.5
2055,203481,3,Jeff Withey,2015-16,2013,44,161,87,0.5403726708074534
2056,203481,4,Jeff Withey,2016-17,2013,39,103,55,0.5339805825242718
2057,203482,1,Kelly Olynyk,2013-14,2013,69,502,234,0.46613545816733065
2058,203482,2,Kelly Olynyk,2014-15,2013,64,527,251,0.476280834914611
2059,203482,3,Kelly Olynyk,2015-16,2013,69,556,253,0.4550359712230216
2060,203482,4,Kelly Olynyk,2016-17,2013,75,508,260,0.5118110236220472
2061,203484,1,Kentavious Caldwell-Pope,2013-14,2013,72,457,181,0.39606126914660833
2062,203484,2,Kentavious Caldwell-Pope,2014-15,2013,82,968,390,0.40289256198347106
2063,203484,3,Kentavious Caldwell-Pope,2015-16,2013,76,955,403,0.42198952879581153
2064,203484,4,Kentavious Caldwell-Pope,2016-17,2013,75,923,370,0.4008667388949079
2065,203485,1,Lorenzo Brown,2013-14,2013,21,86,26,0.3023255813953488
2066,203485,2,Lorenzo Brown,2014-15,2013,25,121,52,0.4297520661157025
2067,203485,3,Lorenzo Brown,2015-16,2013,7,25,8,0.32
2068,203486,1,Mason Plumlee,2013-14,2013,66,300,199,0.6633333333333333
2069,203486,2,Mason Plumlee,2014-15,2013,82,486,280,0.5761316872427984
2070,203486,3,Mason Plumlee,2015-16,2013,81,515,267,0.5184466019417475
2071,203486,4,Mason Plumlee,2016-17,2013,81,619,334,0.5395799676898223
2072,203487,1,Michael Carter-Williams,2013-14,2013,70,1053,427,0.40550807217473883
2073,203487,2,Michael Carter-Williams,2014-15,2013,66,918,364,0.39651416122004357
2074,203487,3,Michael Carter-Williams,2015-16,2013,54,554,251,0.45306859205776173
2075,203487,4,Michael Carter-Williams,2016-17,2013,42,306,112,0.3660130718954248
2076,203488,1,Mike Muscala,2013-14,2013,18,73,31,0.4246575342465753
2077,203488,2,Mike Muscala,2014-15,2013,35,151,83,0.5496688741721855
2078,203488,3,Mike Muscala,2015-16,2013,48,151,76,0.5033112582781457
2079,203488,4,Mike Muscala,2016-17,2013,66,335,170,0.5074626865671642
2080,203489,1,Nate Wolters,2013-14,2013,55,389,170,0.4370179948586118
2081,203489,2,Nate Wolters,2014-15,2013,16,57,20,0.3508771929824561
2082,203490,1,Otto Porter Jr.,2013-14,2013,29,91,33,0.3626373626373626
2083,203490,2,Otto Porter Jr.,2014-15,2013,71,390,176,0.4512820512820513
2084,203490,3,Otto Porter Jr.,2015-16,2013,75,714,339,0.47478991596638653
2085,203490,4,Otto Porter Jr.,2016-17,2013,80,801,414,0.5168539325842697
2086,203491,1,Peyton Siva,2013-14,2013,15,57,18,0.3157894736842105
2087,203492,1,Ray McCallum,2013-14,2013,41,300,113,0.37666666666666665
2088,203492,2,Ray McCallum,2014-15,2013,63,470,206,0.43829787234042555
2089,203492,3,Ray McCallum,2015-16,2013,33,146,55,0.3767123287671233
2090,203493,1,Reggie Bullock Jr.,2013-14,2013,36,120,43,0.35833333333333334
2091,203493,2,Reggie Bullock Jr.,2014-15,2013,32,69,23,0.3333333333333333
2092,203493,3,Reggie Bullock Jr.,2015-16,2013,27,98,43,0.4387755102040816
2093,203493,4,Reggie Bullock Jr.,2016-17,2013,29,128,54,0.421875
2094,203495,2,Ricky Ledo,2014-15,2013,16,96,32,0.3333333333333333
2095,203497,1,Rudy Gobert,2013-14,2013,31,74,36,0.4864864864864865
2096,203497,2,Rudy Gobert,2014-15,2013,80,427,258,0.6042154566744731
2097,203497,3,Rudy Gobert,2015-16,2013,61,354,198,0.559322033898305
2098,203497,4,Rudy Gobert,2016-17,2013,81,625,413,0.6608
2099,203498,1,Shabazz Muhammad,2013-14,2013,34,124,57,0.4596774193548387
2100,203498,2,Shabazz Muhammad,2014-15,2013,37,397,194,0.48866498740554154
2101,203498,3,Shabazz Muhammad,2015-16,2013,82,680,317,0.4661764705882353
2102,203498,4,Shabazz Muhammad,2016-17,2013,78,598,288,0.4816053511705686
2103,203499,1,Shane Larkin,2013-14,2013,39,137,52,0.3795620437956204
2104,203499,2,Shane Larkin,2014-15,2013,75,432,187,0.43287037037037035
2105,203499,3,Shane Larkin,2015-16,2013,78,502,222,0.44223107569721115
2106,203500,1,Steven Adams,2013-14,2013,67,185,93,0.5027027027027027
2107,203500,2,Steven Adams,2014-15,2013,70,398,217,0.5452261306532663
2108,203500,3,Steven Adams,2015-16,2013,79,426,261,0.6126760563380281
2109,203500,4,Steven Adams,2016-17,2013,80,654,374,0.5718654434250765
2110,203501,1,Tim Hardaway Jr.,2013-14,2013,81,685,294,0.4291970802919708
2111,203501,2,Tim Hardaway Jr.,2014-15,2013,69,715,279,0.3902097902097902
2112,203501,3,Tim Hardaway Jr.,2015-16,2013,51,264,114,0.4318181818181818
2113,203501,4,Tim Hardaway Jr.,2016-17,2013,79,909,415,0.45654565456545654
2114,203503,1,Tony Snell,2013-14,2013,65,336,129,0.38392857142857145
2115,203503,2,Tony Snell,2014-15,2013,63,370,159,0.4297297297297297
2116,203503,3,Tony Snell,2015-16,2013,61,338,126,0.3727810650887574
2117,203503,4,Tony Snell,2016-17,2013,80,539,245,0.45454545454545453
2118,203504,1,Trey Burke,2013-14,2013,70,896,341,0.38058035714285715
2119,203504,2,Trey Burke,2014-15,2013,76,1000,369,0.369
2120,203504,3,Trey Burke,2015-16,2013,63,631,262,0.4152139461172742
2121,203504,4,Trey Burke,2016-17,2013,53,255,116,0.4549019607843137
2122,203506,1,Victor Oladipo,2013-14,2013,80,934,392,0.4197002141327623
2123,203506,2,Victor Oladipo,2014-15,2013,72,1086,473,0.43554327808471455
2124,203506,3,Victor Oladipo,2015-16,2013,72,966,425,0.43995859213250516
2125,203506,4,Victor Oladipo,2016-17,2013,67,930,412,0.443010752688172
2126,203507,1,Giannis Antetokounmpo,2013-14,2013,76,417,173,0.4148681055155875
2127,203507,2,Giannis Antetokounmpo,2014-15,2013,81,779,383,0.49165596919127086
2128,203507,3,Giannis Antetokounmpo,2015-16,2013,80,1007,512,0.5084409136047666
2129,203507,4,Giannis Antetokounmpo,2016-17,2013,80,1254,656,0.5231259968102073
2130,203508,1,Sergey Karasev,2013-14,2013,14,35,12,0.34285714285714286
2131,203508,2,Sergey Karasev,2014-15,2013,29,133,54,0.40601503759398494
2132,203508,3,Sergey Karasev,2015-16,2013,29,73,30,0.410958904109589
2133,203510,4,Pierre Jackson,2016-17,2013,7,39,13,0.3333333333333333
2134,203511,2,Grant Jerrett,2014-15,2013,6,26,7,0.2692307692307692
2135,203512,3,Lucas Nogueira,2015-16,2013,20,44,28,0.6363636363636364
2136,203512,4,Lucas Nogueira,2016-17,2013,44,154,103,0.6688311688311688
2137,203516,2,James Ennis III,2014-15,2013,56,246,101,0.4105691056910569
2138,203516,3,James Ennis III,2015-16,2013,16,112,54,0.48214285714285715
2139,203516,4,James Ennis III,2016-17,2013,61,319,145,0.45454545454545453
2140,203517,1,Nemanja Nedovic,2013-14,2013,19,39,8,0.20512820512820512
2141,203518,4,Alex Abrines,2016-17,2013,65,338,133,0.39349112426035504
2142,203524,1,Solomon Hill,2013-14,2013,19,40,17,0.425
2143,203524,2,Solomon Hill,2014-15,2013,82,633,251,0.39652448657187994
2144,203524,3,Solomon Hill,2015-16,2013,44,206,93,0.45145631067961167
2145,203524,4,Solomon Hill,2016-17,2013,80,475,183,0.38526315789473686
2146,203526,3,Raul Neto,2015-16,2013,81,415,180,0.43373493975903615
2147,203526,4,Raul Neto,2016-17,2013,30,89,41,0.4606741573033708
2148,203527,1,Ryan Kelly,2013-14,2013,56,371,157,0.42318059299191374
2149,203527,2,Ryan Kelly,2014-15,2013,51,309,104,0.3365695792880259
2150,203527,3,Ryan Kelly,2015-16,2013,34,148,55,0.3716216216216216
2151,203527,4,Ryan Kelly,2016-17,2013,11,28,8,0.2857142857142857
2152,203530,2,Joffrey Lauvergne,2014-15,2013,19,89,36,0.4044943820224719
2153,203530,3,Joffrey Lauvergne,2015-16,2013,55,380,195,0.5131578947368421
2154,203530,4,Joffrey Lauvergne,2016-17,2013,68,335,148,0.4417910447761194
2155,203798,1,PJ Hairston,2014-15,2014,45,267,87,0.3258426966292135
2156,203798,2,PJ Hairston,2015-16,2014,64,408,145,0.3553921568627451
2157,203894,1,Shabazz Napier,2014-15,2014,46,227,87,0.3832599118942731
2158,203894,2,Shabazz Napier,2015-16,2014,51,201,68,0.3383084577114428
2159,203894,3,Shabazz Napier,2016-17,2014,42,183,73,0.3989071038251366
2160,203894,4,Shabazz Napier,2017-18,2014,73,531,223,0.4199623352165725
2161,203895,2,Jordan McRae,2015-16,2014,18,78,34,0.4358974358974359
2162,203895,3,Jordan McRae,2016-17,2014,28,149,58,0.38926174496644295
2163,203897,1,Zach LaVine,2014-15,2014,75,675,286,0.4237037037037037
2164,203897,2,Zach LaVine,2015-16,2014,82,959,433,0.45151199165797706
2165,203897,3,Zach LaVine,2016-17,2014,47,710,326,0.4591549295774648
2166,203897,4,Zach LaVine,2017-18,2014,24,355,136,0.38309859154929576
2167,203898,1,Tyler Ennis,2014-15,2014,29,144,52,0.3611111111111111
2168,203898,2,Tyler Ennis,2015-16,2014,41,186,84,0.45161290322580644
2169,203898,3,Tyler Ennis,2016-17,2014,45,207,90,0.43478260869565216
2170,203898,4,Tyler Ennis,2017-18,2014,47,222,94,0.42342342342342343
2171,203900,1,Markel Brown,2014-15,2014,42,209,76,0.36363636363636365
2172,203900,2,Markel Brown,2015-16,2014,57,322,127,0.3944099378881988
2173,203901,1,Elfrid Payton,2014-15,2014,82,708,301,0.4251412429378531
2174,203901,2,Elfrid Payton,2015-16,2014,72,728,318,0.4368131868131868
2175,203901,3,Elfrid Payton,2016-17,2014,82,911,430,0.47200878155872666
2176,203901,4,Elfrid Payton,2017-18,2014,63,667,329,0.49325337331334335
2177,203902,3,Semaj Christon,2016-17,2014,57,216,76,0.35185185185185186
2178,203903,1,Jordan Clarkson,2014-15,2014,56,596,267,0.44798657718120805
2179,203903,2,Jordan Clarkson,2015-16,2014,79,1095,474,0.4328767123287671
2180,203903,3,Jordan Clarkson,2016-17,2014,82,1067,475,0.4451733833177132
2181,203903,4,Jordan Clarkson,2017-18,2014,81,954,430,0.45073375262054505
2182,203906,1,Devyn Marble,2014-15,2014,13,44,14,0.3181818181818182
2183,203906,2,Devyn Marble,2015-16,2014,21,71,21,0.29577464788732394
2184,203909,1,KJ McDaniels,2014-15,2014,59,434,172,0.39631336405529954
2185,203909,2,KJ McDaniels,2015-16,2014,27,72,29,0.4027777777777778
2186,203909,3,KJ McDaniels,2016-17,2014,39,169,77,0.4556213017751479
2187,203910,1,Nick Johnson,2014-15,2014,25,75,26,0.3466666666666667
2188,203912,1,C.J. Wilcox,2014-15,2014,15,38,16,0.42105263157894735
2189,203912,2,C.J. Wilcox,2015-16,2014,18,65,26,0.4
2190,203912,3,C.J. Wilcox,2016-17,2014,14,31,8,0.25806451612903225
2191,203914,1,Gary Harris,2014-15,2014,48,217,66,0.30414746543778803
2192,203914,2,Gary Harris,2015-16,2014,76,764,359,0.4698952879581152
2193,203914,3,Gary Harris,2016-17,2014,57,634,320,0.5047318611987381
2194,203914,4,Gary Harris,2017-18,2014,67,907,440,0.48511576626240355
2195,203915,1,Spencer Dinwiddie,2014-15,2014,31,167,51,0.30538922155688625
2196,203915,2,Spencer Dinwiddie,2015-16,2014,11,54,19,0.35185185185185186
